text,class
"As an example a simple game that uses simple animations like a bouncing ball, would use calculus for plotting direction, velocity, collision, and reflection. ",leader
looks like HTML5 and Flash + ActionScript,leader
>>> import idlelib.idleshould start IDLE,leader
Okay,leader
"open a terminal and type pythonif you see something likePython 2.7.3 (default, Apr 14 2012, 08:58:41) [GCC] on linux2Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.>>> then type python3it should look like thisPython 3.3.0 (default, Oct 01 2012, 09:13:30) [GCC] on linux2 Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.>>> if your output looks like this, your ready to go.to start IDLE just type idle3 into the terminal",leader
I bet you could you just a text editor if you wanted to. I don't think they have installed any spyware on your computer to see if you are using IDLE or a text editor. and to be honest there really isn't that much difference between IDLE and a text editor anyway :),leader
"if you can't find the startup link in the start screen, or can't add it to the start screen, you can start it manualy. open a command promptand change directories to your python installcd C:\Python34start pythonpythonthen start idleimport idlelib.idle",leader
Only Windows 7? That is what the people with Windows 8 wish they had. :),leader
"That is easy to explain, computers can't do floating point math. You have to remember that a computer only know binary, and floats can't be represented in binary exactly. if you need a more accurate answer try something like this(5*201)/100multiply you float to make it a whole number, do the operation, then divide to get your float.",leader
"The following table lists all operators from highest precedence to lowest.**	Exponentiation (raise to the power) ~ + -	Ccomplement, unary plus and minus (method names for the last two are +@ and -@) * / % //	Multiply, divide, modulo and floor division + -	Addition and subtraction >> <<	Right and left bitwise shift &	Bitwise 'AND' ^ |	Bitwise exclusive `OR' and regular `OR' <= < > >=	Comparison operators <> == !=	Equality operators = %= /= //= -= += *= **=	Assignment operators Is is not	Identity operators In not in	Membership operators not or and	Logical operators ",leader
"Hello,My name is Tom and I'm in Tustin, California. I'm glade to meet everyone. Happy Scripting. ",leader
That really is a last resort. They could also just use a virtual machine like https://www.virtualbox.org/ for free,leader
"Opinion.............I don't think it makes a difference which version you learn first. If you learn python2 first, python3 will not be that hard to learnIf you learn python3 first, python2 will not be that hard to learnThe basic way they both work is the same. I have written code that works in both 2 and 3 with onlyone try/except for importing the correct TKinter module.There are a lot of differences, like print is a function in python3, in 2 it is a keywordThe way floats are handledThe modules that are available for use, etc......Python3 is not better than Python2, 3 is the way it is going to be, but right now Python2 is python.and by the same token Python2 is not better than Python3. In a few years Python2 will be dated and Python3 will be thenew standard, but right now really they are the same.",leader
"The files are used to store your programs, if you didn't do this you would have to re-write them each time you restarted IDLE. Example of usage Take the file triangle.py ( or what ever you named it) and add a statement at the end to print the results of one of the functions. def perimeter(side1, side2, side3):   return side1 + side2 + side3   result = perimeter(2, 2, 4)print('the perimeter is ',result)now run the file in IDLE and it will print to the screen the perimeter is 8oropen a terminal (CMD) window and change directories to where you saved that file at. execute it by typing python triangle.py (or python yourfilenamehere.py)this way you don't need to start idle first ",leader
"The calculator is to start to get you familiar with the interpreter and to start to show you how math is done in the python interpreter. Also basic variable assignment, and the use of the variables.And Yes there is a lot of math in programming, but most of it is just algebra , unless you start working with graphics",leader
If you can't install python3 in your windows use this instead http://portablepython.com/it's a stand alone python3 executable it uses PyScripter in place of IDLEand PyQT in place of TK,leader
"yes the first print call at the top of the functionand you can set the precondition for your counter to be 0def collatz(coll_num, counter=0):",leader
"No matter what programming language you use you will still need to put the data into a form that the language can read.First, how is the data stored now. Is it written on a piece of paper, stored in a text file, etc....Second, what form do you need the data to be in? Lists, 2D or 3D list, strings, long integers, etc......Third, you said you had a string with the numbers in then, but had problems with it. Post an example please.If you have the data stored in a simple text file with a single number set on each line something like this would workthe first part makes a list of each line in the file. ['1234', '5678', '9012']if you need to break it down even more the second part will make each of those line a list and put all of those list in a new listso you have a list of lists[ [1, 2, 3, 4], [5, 6, 7, 8], [9, 0, 1, 2] ]lines=[] MyFile = open('data.txt', ""rt"") for line in iter(myFile): if line.strip() != """": lines.append(line.strip()) MyFile.close() print(lines) MultiDimensionalList = [] for line in lines: temp = [] for number in line: temp.append(int(number)) multiDimensionalList.append(temp) print(multiDimensionalList) ",leader
>>> dollars = 18>>> cents = 53>>> not (dollars < cents and dollars > 0)False>>> not (18 <53 and 18>0)False>>> not (True and True)False>>> not (True)False>>>,leader
"You don't want to start adding all kinds of different folders to your path, or all kinds of different modules to your python folder that don't need to be there. What is meant by ""in the same folder"", is in the same folder as the file you are working with. example a1_gui.py is in your home folder (just an example location, it could be any folder you have chosen) at the beginning of a1_gui.py there is an import statement for a1.py, import a1 , for a1_gui.py to find a1.py it needs to be in the same folder as a1_gui.py, so a1.py and a1_gui.py should both be in your home folder. If you are working from the terminal, the first thing you should do before starting the python interpreter is to change to the directory you will be working in open the terminal type cd /path/to/your/working/folder (/path/to/your/working/folder is the path of the folder on you harddrive that you placed your files in, do not just copy and past what I have typed, you need to put in a real path, if you do not know the real path use Google) I created a folder in my home directory called ltp, so my path is /home/tom/ltp (yours will be different), if I open a terminal, the command for me to change folders is Cd /home/tom/ltpthen when I start a python interpreter with the command python3 I am in that directory so if I do an import, python will now look in that directory, tom@svr2:/> cd /home/tom/ltp tom@svr2:~/ltp> python3 Python 3.3.0 (default, Oct 01 2012, 09:13:30) [GCC] on linux Type ""help"", ""copyright"", ""credits"" or ""license"" for more information. >>> from a1 import * >>> get_hours(3800) 1 >>> ",leader
"str(int(4+2)) first4+2 = 6secondstr(6) = ""6"" str(int(bro + sis)) + sibsfirstbro + sis = ""4"" + ""2"" = ""42""secondint( ""42"") = 42thirdint(""42"") + sibs = 42 + sibs = 42 + 1 = 43 fourthstr(43) = ""43""str(int(bro + sis)) + sibs = ""43""",leader
"print ('He said, ""You\'re wet""')",leader
Try something like this If naam == 'Tom' or naam == 'tom':or If naam.lower() == 'tom':,leader
look at what has been posted here and the many other threads that say the exact same thing,leader
"function headerdef read_words(words_file): #<- note parameter name words_fileoutside the function words_file = open(""textFile.txt"", ""r"") # <- note the namecalling the function and passing words_file as the argumentread_words(words_file) # <- note the nameso if I set words_file to an open fileand then I pass that to the functionand the function takes the open fileI would use the argument in the functionexample usages, words_file.read()orwords_file.readline()orfor word in words_file:",leader
I have a bottle of schnapps I plan to open a little later tonight my self so I get the idea.,leader
"I'm fine, post your non working code and lets see what the problem is. ",leader
That is good to hear.,leader
" column_string = '' for letter in board: # <-- change letter to row column_string2 = column_string + row[column_index] # delete the number 2 on this linethose 3 lines with the changes I talk about above will workand add a ""return column_string"" of course",leader
"make_str_from_column([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 1)'NS'",leader
"assignment vs mutationthe original list is in the global scope of the programthe assignment in the function, creates a local variableand as you say it loses the reference to the original list",leader
"we can break them down into a few stepseach can be produced with only 4 lines of codefor ease of explanation I broke them into a few more stepsread_wordstep 1. assign empty list to variablestep 2. for loop to read file, use for line in file method, review lecture notes step 3. strip newline character from line, use .rstrip(""\n"") step 4. append line to list created in step 1step 5. return list#1 note step 3 and 4 can be combined to eliminate a stepread_filestep 1. assign empty list to variablestep 2. for loop to read file, use for line in file method, review lecture notes step 3. strip newline character from line, use .rstrip(""\n"") step 4. use list() method to convert line from string to list, see note 2 below step 5. append line to list created in step 1step 6. return list#1 note step 3, 4, and 5 can be combined to eliminate 2 other steps#2 note list can be created with the list methodhelp(list) class list(object) | list() -> new empty list | list(iterable) -> new list initialized from iterable's items | an iterable is something you can loop over like a list, string or range to list a fewexample usage list(range(5))[0, 1, 2, 3, 4]list(""01234"")[0, 1, 2, 3, 4]aString = ""ABCD""list(aString)['A', 'B', 'C', 'D']",leader
https://class.coursera.org/programming1-002/forum/thread?thread_id=2709https://class.coursera.org/programming1-002/forum/thread?thread_id=2535https://class.coursera.org/programming1-002/forum/thread?thread_id=2512https://class.coursera.org/programming1-002/forum/thread?thread_id=2535,leader
"I don't know why either. this was my last response to him if he refuses to take the advice, then I will move on. ",leader
"because pop() returns something, does not mean you have to return that data. ",leader
"post some code, just saying that you have the same problem does not mean that we know where your problem is",leader
"looking closer at you screenshot I see you did just as I suggestedotwrorz = (text,""r"") you forgot the openotwrorz = open(text,""r"") ",leader
it means that you returned True when your program should have returned Falseone of the words that returned True was not on the board.,leader
"otworzpost the line you use to set this variable. python seems to think that this is a tuplein your assignment of otworz did you maybe use to manyparenthesis or make an assignment like belowotwrorz = (""something"",""something"") ",leader
"Mr. Boyd, Please take the advice given by your fellow students, Yes to read from a file it must be opened first, but you are overlooking  the fact that the file is open, it was opened for you by the driver file and  it was assigned to a variable. And that variable was passed to the function for you to use. In a3_driver.py the tkinter module is used to get the file name of the file to  open, then it is assigned to a variable and that variable is passed to the  function. In your function you are to use that variable as the open file, because it contains the open file. So a line like file = open(""myFile.txt"", ""r"") was done already, it was just not done by you. The variable board_file contains that exact code. Your self defined ""file"" variable has exactly the content as the passed ""board_file"" variable. All you have to do is use it.",leader
"that's an easy one to miss. and posting in the forum without code tags, you can't tell if it is just a format mistake or if that is the way the code is.",leader
this should helphttps://class.coursera.org/programming1-002/forum/thread?thread_id=2711,leader
letter should be row in the for loopand column_string2 should be column_stringmake only these 2 small changes to your second block of posted code and you will be all right.remember only these 2 changesand delete the print before submit,leader
1,leader
"and to be honest you would still have been able to do this class with out me, I've seen a few of your posts and some good information was given :)",leader
"thank you pat, don't give up, some times it just takes time. I started learning python a little earlier this year and it was slow at first, but I stuck with it and it started to get easy, same will happen for you, just don't limit your learning to just this class, it will take a little more, this should be just the start. look at the recommended readings thread, lots of good books and links to other learning sites. ",leader
"that's problemfrog is a list, but it contains stringsjoin is used on a list to join all the indexes of a list into a stringso passing a string to join would not work, it needs things to join together into a stringand strings are already join together into a string, thinklist to string if like in the assignment the name of the frogs were broken into lists[['t', 'o', 'm'], ['d', 'i', 'c', 'k'], ['h', 'a', 'r', 'r', 'y']]"""".join(frog[0])tomthen you could join the namebut the way you have it now you could join all that frogs in the list to make a super frog['tom', 'dick', 'harry']"""".join(frog)'tomdickharry' :)",leader
"use .rstip(""\n"") on the line returned from the loopthen make ""line"" a listand then append then new list to your results>>> aString = ""abcdefg\n"">>> aString = aString.rstrip(""\n"")>>> aList = list(aString)>>> aList['a', 'b', 'c', 'd', 'e', 'f', 'g']>>> temp = []>>> temp.append(aList)>>> temp[['a', 'b', 'c', 'd', 'e', 'f', 'g']]and remember for line in file will read a line from the file and make it available in the loop, so you do not need a readline() anywhere.",leader
you just need to make a few adjustment to you string building lineyour new string is column_stringyou need to add to thatand you don't want the board[column_index]you want the row[column_index] which you named letter in your for loop.,leader
"are you sure parameter1[i] is a listpar = [['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']]s = """".join(par[0])print(s)ANTT",leader
"odd numbers are numbers that do not divide evenly into 21,3,5,7,9, etc......start with1523 and add all the odd number together until you get to 105031523+1525+1527+1529+1531+etc...............+10503but write a python program to do it for you",leader
"lets walk through it in a simple way# this line is needed column_string = '' # not needed delete it c = 0 # needed, but it needs a tweak # delete these 3 characters only -> [c] <- just these and only these, you do not need them for c in board[c]: # not needed, you only need one loop, nothing more for row in column_index: # only a small change here just like above, delete these 3 characters only -> [c] <- just these and only these column_string = column_string + board[c][column_index] # do not change return column_stringokay now let me explainevery row is the same lengthso in every row at the same index is the column you wantso if we take a rowthen take the 1 character that is located in the column we want,then we got what we wanted and can go to the next rowand take the 1 character that we want from that rowand so on and so onuntil we take from every row the one character we wantso we don't need to loop over every row then loop over every character and so onjust get the row, go to the column, get the prize then on to the next row",leader
"in reviewing the lecture notes, it is used to store a list of how many of the grades fall in to the different rangesthe different ranges are0 -910- 1920-2930-3940-4950-5960-6970-7980-8990-99100so it needed to create a place holder for these 11 ranges",leader
how are you using .rstrip()? need a little more information,leader
"the a3_driver.py file and the grader to this words_file = open(words_file, 'r') and that is what words_file is so your function receives open(words_file, 'r') as the variable words_file so def function(words_file): means that you have this done for you words_file = open(words_file, 'r')then in the function use the variable words_file just like you did for file_open, line = file_open.readline()becomes line = words_file.readline()",leader
"to many [ ] look at my example above use only one pair of [ ]the last pairjust like string indexes, same thing. only on a list",leader
"that is because you forgot to call the functions correctlyuse them like this.board_contains_word_in_row(board, word)word in board_contains_word_in_column(board, word)but you also have one other problem""word in""both function return True or Falseso if you were to translate your if statement to English it would readif the word is in True or Falsebut that will not give us the answerbut the functions return True or False and an if statement will work if you just give it True or Falseif True: # this will happenif (function returns True): # this will happenif (function returns False): # this will NOT happenif (this function is True) or (this function is True): # this will happenif (this function is True) or (this function is False): # this will still happen, because at least one was Trueif (this function is False) or (this function is False): # this will NOT happen, because both were False",leader
"it is a shortcut, it allows you to make 11 zeros in the listit also works with string list range_counts = [[0]] * 11[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]range_counts = ['hello'] * 11['hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello']strings = ""hello"" * 10'hellohellohellohellohellohellohellohellohellohello'",leader
"lets see if i can put it into word>>> print(""hello"", end="""")hello>>>normally the print method adds a newline to the end of a printbut we told print to use an empty string as the endnow if you just do a single print statement it will not make to much difference but if we put it in a for loopfor a in range(3): print(a)012for a in range(3): print(a, end=""+"")0+1+2so what end did was take that default newline and replace it with what we wanted. it can be any ascii value http://www.asciitable.com/for a in range(1,4): print(a, end="" and a "")1 and a 2 and a 3does that at least help?",leader
"now your problem is this linewords_counter = words_counter + ido not add i to the counter i is the index['ANT', 'BOX', 'SOB', 'TO']ANT is index 0BOX is index 1SOB is index 2TO is index 3so 0+2+3 = 5change it from adding the index to adding 1",leader
"I will assume you have seen the different post on how to use the join command, so I will just explain what goes in the parenthesismake_str_from_row you have the board and the row_index in that boardlets look at it in a simple waydef make_str_from_row(board, row_index):board # <- the board is the board, made up of a list of list of stringsrow_index # <- row_index is the list of strings in the big list that we wantboard[row_index] #<- remember how indexes work, just plug it in and you have the row you want by indexand since it is a list of strings the join method will ""JOIN"" it into a string. ",leader
that is a test example only and it is only 1 test exampleyou should create more of them to test if the function is working correctlyand if you test the num_word_on_board function with those examplesyou will find that the result is 3 not 4,leader
"that error handling will workbut do not use them in the assignment, the autograder will fail your assignment",leader
"join is another option and I don't think it was covered anywhere, except on the forum. you do not have to use it if you don't understand it.stick with the for loop and an accumulator, that will do the same thing.I will walk you through using a loop to do thisfirst I want to remind you what the board looks like stored as a list of list of strings[ ['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B'] ]this board is 2 rows by 4 columnsANTTXSOBand if you look close at the list I posted above, you will see that it contains other list 2 of them in this caseand each of those list is filled with stringseach of the lists is a row. lets stop there on the description that is what we need to know each of the inner lists is a rownow lets start our functiondef make_str_from_row(board, row_index):this is the header, it has 2 parameters1. the board, just like the example above, the size of the board does not matter2. the row_index or row number, assume the row will always be validthen the docstring, contractblah blah blah nothing to see here for now now this is the part we need to think about, the function bodyand lets do this with stepsstep 1 make a temp variable that will hold an empty string step 2 make a simple for loop to loop over a rowstep 3 add the variable from the for loop to our temp variablestep 4 return your temp variablenow lets go over each step in some detail.step 1 make a temp variable that will hold an empty string remember a string is ""stuff"" surrounded by quotesso """" quotes with nothing in the middle is an empty string step 2 make a simple for loop to loop over a rowthis is the hardest part of what we are going to do, but don't worryit is also one of the easiest thing to dolets review for loops, from the week 4 lecture notes, (copy and pasted) for loop over strThe general form of a for loop over a string is:for variable in str: body The variable refers to each character of the string in turn and executes the body of the loop for each character. For example:>>> s = 'yesterday'>>> for char in s:... print(char)... yesterday that was a copy and past, it was for strings, but for a list the same thing happens, watchweek = ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']for day in week: print(day)MondayTuesdayWednesdayThursdayFridaySaturdaySundayexact same thing, but instead of a character in the string we got an item in the listthis works for any list, lets make it for a list of listsweek = [['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'],['M', 'T', 'W', 'T', 'F', 'S', 'S']]a list of lists one with the days as words, one with the days as just the first letter of the word, but both are still only stringsso back to the exampleweek = [['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'],['M', 'T', 'W', 'T', 'F', 'S', 'S']]for day in week: print(day)['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']['M', 'T', 'W', 'T', 'F', 'S', 'S']that was printed the both rows, but we wanted to print just one rowwe will need to use an index, we have 2 rows and indexes start at 0, so lets pick the second one for this example which is index 1 for day in week[1]: print(day)MTWTFSSokay that is a for loop over a list, and a list of a list, and finally a list in a listor in our case a list in a list could be a row in the board HINT.okay now we can go on to step 3step 3 add the variable from the for loop to our temp variableremember for day in week; the variable day was the one that changed in the for loophere we need to add that to our temp variablereview a = ""hello"" b = "" "" #<- there is a space in therec = a+bprint(c) 'hello 'd = ""world""c = c + d # HINTprint(c)'hello world'that is all you have to do in step 3, add the variables togetherand last but not any less important is step 4step 4 return your temp variablethat's it you know how to do that one.",leader
+1and Harmony as Anon points out you only need a small change in your string building line.,leader
Harmony Anon has posted a good response to your question in this thread https://class.coursera.org/programming1-002/forum/thread?thread_id=2624,leader
you probably have missed a return value. I didn't see your code but I would guess that you have a series of if statements each with a return under then and no return at the very enddef function(value): if (condition): return something if (condition): return something if (condition): return somethingyour if statements would be missing one of the possible out comes and would return None in that casetry using setting a base value to return and then use only one return statement at the enddef function(value): result = 0 if (condition): result = something if (condition): result = something if (condition): result = something return resultbut if you are missing one of the condition you might still have a problem with not catching a conditions,leader
look at the lecture notes for reading files use the for line in file approach not the read approach,leader
"you don't want the board[column_index]you want the row[column_indexand you might want to change the for loop to use row and not char, it's just a name but you might make more since of it if you make that change first",leader
"okay lets seewe are working with board_contains correct.some of you metaphors are a little confusing sometimeand with a general of your example I would need to know more, butIt would probably have something to do with the order of your test and the fact what you are looking for something in something and the thing on the left is a list and the thing on the right is a string or even a boolean. and it should be the other way aroundlets look at the real functions as this is something that we know all the variables of  def board_contains_word(board, word):so we know that we have a board that is a list of listsand we have a word that is a stringthe error looks like you have the list and the string in the wrong places.but this function is a lot easier then most people are making it out to belets walk through a simple explanation of how to do this function with only 1 line of codeand you will under stand why only one line of code is need, if I explain it correctlyboard_contain_word takes 2 parameters, board and wordby now we have also written 2 other helper functionboard_contains_word_in_row() and board_contains_word_in_column()and both of them take 2 parameters, board and wordeach of the 2 function return True or Falsenow lets go back to week 3 lecture notes for type boolThe or Logic TableThe or operator evaluates to True if and only if at least one operand is True.As such, if the first operand is True, the second condition will not even be checked, because it is already known that the expression will produce True.expr1 expr2 expr1 or expr2True True TrueTrue False TrueFalse True TrueFalse False Falsenow this is what is important, the tableit says that if we have 2 expression and if one of them is True then it will return an answer of True, because at least one of them is Trueif this one is True or if this one is True then we get Truealso the only time we will get False, is when both of them are False.remember this is the or logic table and not the ""AND"", or ""NOT"" logic table, don't worry about them until you need them , you will not be using them here.okay now that we have done some review on the logic of ""OR"" now lets look at our board_contains_word functionand the helper functions board_contains_word will need to return True or Falseboard_contains_word_in_row() and board_contains_word_in_column() already return True or Falseeach helper function can be though of as an expressionand we can put them in the logic tableword_in_row(board, word) word_in_column(board, word) word_in_row() or word_in_column(board, word) True True TrueTrue False TrueFalse True TrueFalse False False  so the table above it the result of board_contains_word_in_row(board, word) or board_contains_word_in_column(board, word)and we know that the above expression will return True or False based on the logic tablenow the board_contains_word() function needs to return True or Falseand we have an expression that will return True or Falseall you need to do is write a return statement that uses the expression above",leader
"They are not the same thingAs you say a class is a blueprint for how to make somethingThe string class describes how to make a string and also contains the different methods that can be used on a stringThe list class describes how to make a list and also contains the different methods that can be used on a listand so on.types refer to the different types of classes, not the class it self>>> a=""a"">>> type(a)<class 'str'>>>> >>> l=[1]>>> type(l)<class 'list'>>>> type is just disgusting the different classes from each other. ",leader
"what functions have you completed so far?in any of them do you call another function,the grader sees a problem but does not know what it is.a suggestion from the grader is that maybe a function is calling another function, and maybe that other function is calling the first function again. this would also cause an endless loopremember Mom And Dad,kid: Mom can I have some candyMom: go ask Dadkid: Dad can I have some candyDad: go ask Momkid: Mom can I have some candyMom: go ask Dadkid: Dad can I have some candyDad: go ask Mometc........................................",leader
did you strip the newline before appending it to your list?,leader
"try this to see what happensfirst comment out your code in the body of the function, don't delete itnext add a return statementon that return line take the test from you if statement above, just the 3 word test nothing else the same 3 words you use in the post you made above the one from nickthe 3 words after ""I use if"" submit that and see what it says",leader
well remember the handout stated that not all words in the word list will be on the board.but good going on your find routine.,leader
"in fact if you change the header to def is_valid_word(brainlist, thought):and made the other changes above to complete the code the grader would accept it and pass it.",leader
"No, what you have there will work, set baseline, add a semicolon to that if statement and the final return statement and it will workthat is exactly what you need to do. :) ",leader
"You can here me where you are, I will try to keep it down :D",leader
"I agreed, just goes to show you we are all just one little planet way from each other :)",leader
"Not a guru, but I found this in the docs http://docs.python.org/2/reference/datamodel.htmlEvery object has an identity, a type and a value. An object’s identity never changes once it has been created; you may think of it as the object’s address in memory. The ‘is‘ operator compares the identity of two objects; the id() function returns an integer representing its identity (currently implemented as its address).Non geek translation""is"" means the same object and not the values held by that object""=="" means the same value, it can be a copy or the same object, but it is the value that is looked at",leader
http://www.brython.info/,leader
"according to project Euler you are not to share information. and to be honest, docstring examples make no difference to the project Euler questions, you only need to give the correct answers, the code is just a way to answer the questions and should be disposable.",leader
I like the way you did your ascii art,leader
it looks like you called one of your function with a function as the argument and the other function returned that functionare you working on get_complement or get_complement_sequence?,leader
:),leader
Nice,leader
"def is_valid_sequence(seq): #well to start you create a new seq and put a ""-"" at the start, and that makes it an invalid sequence new_seq = ""-"" for char in seq: if char not in ""ATCG"": new_seq = new_seq + char # now you start a new loop  # the only characters that it will see are ""-"" and the first character in seq for letter in new_seq: # now you disregard the second loop and check the first character in seq # which you assigned to char at the start of the first loop # then if it is in ""ATCG"" you exit the function with True # or if not then you exit with False if char in ""ATCG"": return True else: return False",leader
That is why they changed it in python 2.5 :),leader
good but start at index 0 and go up,leader
you were not asked to do this  return 'Invalid DNA sequence or nucleotide'and the grader does not want it. all it wants is a number.write a one-line function body.All you need to do is return the the count of nucleotide in dna,leader
"Again there is no best or better way of doing it. The way that takes all of the data in to account, processes all the data as needed, and returns the correct answer in a timely manner is the best way, and it can be achieved in many different ways, so there is no one best or better way. Assignment 2 is a good exampleIn the last 4 functions you are asked to write, you are told not to use str methods. Well in python, the ""Best Practices"" would be to use str methods if possiable, as they are build for this type of use.If we were allowed to use str methods then all the functions could be done with one-line function bodies like the first assignment. But then we would not have had any practice with for loops, if/elif/else blocks, char in string, or any of the other thing they want to teach us with this lesson. Which is the goal of the assignment, not to teach you the ""Best Practices"", but to teach you a first way. Before you can adopt a best practice, you need to know the different ways of doing things, and after you learn to do different thing you will learn what will work and what will not. And you will learn that the best practice is to write code that works as it should. If you want a ""Best Practices"" then look at the guide that is part of the python documentation http://www.python.org/dev/peps/pep-0008/ it is a guide not an end all be all of python, but fits you ""Best Practices"" definition better then any thing else I have seen.  ",leader
"Well then open a scratch pad app and scribble in that if you have an aversion to paper. But this is something that really should be learned. Or just do it in your head if that works for you. But do do it, it is a real benefit in the long run.",leader
"There is not always a ""Best Way"". A ""Best Way"" assumes that there is only one right way, this is programming, there are many ways to do the same thing. The instructors of this course have no ""Magic Code' to post and say this is it.To be honest assignment 1 was so simply that there should be only a small variation in the code among most of the students. For example, to_24_hour_clock(hours) How many ways are there to do this?Not many, hours % 24 is the only one that comes to mind for me, given the variable hours and you just need to wrap it back to 0 after 23How did you do it? Is it any different? ",leader
"you will want to reverse the logic, if not inand then return a True or False answerTrue if it is validFalse if not validremember if the character in not in your ""ATGC"" then the answer to the whole question if Fasle ",leader
"trace by hand then you use the a visualizer or debugger to verify that you got it right.after you learn to trace by hand the debugger will not be needed.and after you learn to trace by hand you will start to rely on that instead of the debugger, ",leader
Crash of Air France Flight 296http://en.wikipedia.org/wiki/Air_France_Flight_296http://www.youtube.com/watch?v=2eQpUgHkBcgor Qantas Flight 72http://en.wikipedia.org/wiki/Qantas_Flight_72,leader
print is a functionprint(char)but remember to remove your print statements before you submit your project,leader
return booleaneither True or False,leader
"new_message new_message + str = ((int (char) + 1) % 10)new_message new_message + str = ((int (2) + 1) % 10)new_message new_message + str = ((2 + 1) % 10)new_message new_message + str = (3 % 10)3 % 10 = 3new_message new_message + str = ((int (char) + 1) % 10)new_message new_message + str = ((int (9) + 1) % 10)new_message new_message + str = ((9 + 1) % 10)new_message new_message + str = (10 % 10)10 % 10 = 0remember how modules works. your result will be the remainder of the division3 / 1010 goes into 3, 0 times, remainder 310 / 1010 goes into 10, 1 times, remainder 0the % operator gives us the remainder ",leader
"Do not be insulting. I know what a Turing Machine is, and I am familiar with python, (by the looks of things more so then you).Your program is flawed, a few print statements will not change the glaring mistakes you have made. Do you really think that you can not make a mistake and that someone else can never be right, and that 2 print statements change that.I can read the code, and ""'New string is ' + d"" does not change your errors.I can read your code and see that you have know idea how you build that stringif you knew how you built that string it in the first place you would never have even started the second for loopJust look at it, what does it do? You haven't a clue do you?""'The answer is ' + str(e)""Saying ""The answer is"" does not change the simple fact that you got the answer the wrong way. You are the one saying this is a Turing machine, and as Turing machine goes this is a total fail. For all the incorrect things you did, all of this could have been replace with a = num_to_prison(num1) b = num_to_prison(num2) c = a + '0' + b x = len(c) d = '' for char in c[:(x-1)]: if char in '1': d = d + '1' if char in '0': d = d + '1' for char in c[(x-1):]: if char in '1': d = d print('New string is ' + d) e = prison_to_num(d) print('The answer is ' + str(e))e = len(num_to_prison(num1) + num_to_prison(num2))oh and  print('The answer is', e)That line makes me correct, rightSame difference, as neither this code or your's simulates a Turing MachineSo the next time some is trying to help you, conciser the advice, discard it if you disagree, but don't try to insult someones intelligence by talking down to them. ",leader
import thistry it,leader
There was a post from one of the staff stating that they were not going to post their code. But now that the assignment is over you should be able to post your broken code and get a response with working code. I'm sure if you ask the class many would post their code.If a member of the staff or one of the TA's could chime in on this?,leader
"I was being nice, and adding a little humor at the same time.",leader
"well you are not going to want to here this but you can check if an item is in a list and do it all in one shot, no loop, new variables, if statements,item in listwords is a listand a word would be an itemitem = ""hello""lst = [""good by"", ""hello""]item in lstTrue",leader
At least it's not Thursday. I never could get the hang of Thursdays.,leader
are you doing item in list?item in row?item == row?,leader
"you want a string?why are you appending to a listand why is new_string a list alsomake new_string and empty string """"and then do not append add +new_string = new_string + what you want to add",leader
and that fileAsList list is in decimal,leader
"you are using join incorrectlyyou are looping over every letter in a row and using join on the row mutable timesto and you use it self as the joining character. so looks all weirdexample of your wayaList = [['a','b','c'],['a','b','c'],['a','b','c'],['a','b','c']]x=''for a in aList[0]: x=x.join(aList[0]) print(x)aaabcbabccbaabcbabcccexample of joinyou have a listaList = ['a','b','c']you want to join the element of the list into a string"""".join(aList)abc"" letter "".join(aList)a letter b letter cso just remove the loop and change the variable name before .join to """"",leader
"note the file variable at the end of this is a bytestring, ",leader
"do it all at onceimport binasciif=open(""encrypted.txt"", ""r"")file = f.read().strip() # you need to get rid of the newline character at the end of the filefile = binascii.unhexlify(file)f.close()print(file)fileAsList = []for a in file: print(a, end = "", "") fileAsList.append(a)",leader
