line,parent,turnlabel,Session,Condition,user,content,len,Offtask,Cheating,AT,Reas,Trans,Neg,Het
494,493,str494,C,ns,s044       ,c gained weight for hr and 5 hrs then lost weight at day,0,no,post,no,no,no,k1,m
495,494,str495,C,ns,s030       ,i didnt watch c,0,no,no,no,no,no,k1,hc
496,495,str496,C,ns,s044       ,tell {so36} shes a hoe,0,post,no,no,no,no,o,m
497,496,str497,C,ns,s037       ,she said your momma mj!,0,post,no,no,no,no,o,he
498,497,str498,C,ns,s037       ,how much does (c) weigh on th first hr,0,no,post,no,no,no,k2,na
499,498,str499,C,ns,s037       ,and the 5th hr,0,no,post,no,no,no,o,na
500,499,str500,C,ns,s037       ,and after day one,0,no,post,no,no,no,o,na
501,500,str501,C,ns,s030       ,6.55 for both,0,no,post,no,no,no,k1,m
502,501,str502,C,ns,s030       ,.655 srry,0,no,post,no,no,no,o,m
503,502,str503,C,ns,s044       ,thats wat she said,0,no,no,no,no,no,o,he
504,503,str504,C,ns,s037       ,wow..lol,0,no,no,no,no,no,o,na
505,504,str505,C,ns,Tutor,"Hi all! Today, each of you will be both the instructor and the student. Each of you will be responsible for looking for opportunities for a specific discussion strategy to be used in the conversation.",0,no,no,no,no,no,a2,m
506,505,str506,C,ns,Tutor,Lets get started by introducing ourselves. I am Alex.,0,no,no,no,no,no,a1,he
507,506,str507,C,ns,Tutor,"s045,s031,s038... i didn't get your names yet.",0,no,no,no,no,no,k1,m
508,507,str508,C,ns,Tutor,"Hi S045 you are the Revoicer. When an explanation or idea is given which would benefit from revoicing, please encourage one of your team mates to do so, for example, by asking them to explain what was said in their own words.",0,no,no,no,no,no,a2,he
509,508,str509,C,ns,Tutor,"S031, you are the Challenger. When you see a statement being made (whether it is right or wrong) which would benefit from being challenged, please encourage one of your team mates to do so, for example, by asking them whether they agree or disagree with what was said, and why.",0,no,no,no,no,no,a2,he
510,509,str510,C,ns,s038       ,hi my name is {s038},0,no,no,no,no,no,k1,m
511,510,str511,C,ns,Tutor,"Ok... So the Explainer is S038. When you see a place where it would be good to get more explanation, you can encourage one of your team mates to do that, for example, by inviting that person to add on to what the other student has already said.",0,no,no,no,no,no,a2,he
512,511,str512,C,ns,Tutor,"You should probably all mark an X opposite your role in the book, so you won't forget.",0,no,no,no,no,no,a2,he
513,512,str513,C,ns,s031       ,hi my name is {s031},0,no,no,no,no,no,k1,m
514,513,str514,C,ns,Tutor,Its nice to meet you all. :) Please make sure you have understood what you are responsible for.,0,no,no,no,no,no,a2,he
515,514,str515,C,ns,Tutor,"In condition A, we placed a glucose solution inside the cell model and immerse it in distilled water. In condition B, we did the opposite.",0,no,no,no,no,no,k1,m
516,515,str516,C,ns,Tutor,Please discuss what you predict will happen in these two conditions.,0,no,no,no,no,no,a2,he
517,516,str517,C,ns,s038       ,what do you think will hlappen?,0,no,no,at,no,no,k2,na
518,517,str518,C,ns,s045       ,i think that a and b will turn out the same.,0,no,no,no,reas,ex,k1,he
519,518,str519,C,ns,Tutor,"In condition C, we made a modification to condition A. We replace the glucose solution with a starch suspension. In order to detect the presence of starch, we replace the distilled water with Lugol's Iodine solution.",0,no,no,no,no,no,k1,m
520,519,str520,C,ns,s031       ,i think in condition A water will go inside the cell and b will be the oppisite,0,no,no,no,reas,ex,k1,he
521,520,str521,C,ns,Tutor,You should now move on to discussing what will happen in Condition C and your explanation for this change.,0,no,no,no,no,no,a2,he
522,521,str522,C,ns,s045       ,what do you think will happpen?,0,no,no,at,no,no,k2,na
523,522,str523,C,ns,s038       ,ok..sound about right,0,no,no,no,no,no,o,he
524,523,str524,C,ns,s038       ,what wil happen to condition c./,0,no,no,at,no,no,k2,na
525,524,str525,C,ns,s031       ,i have no idea either,0,no,no,no,no,no,o,na
526,525,str526,C,ns,Tutor,"When you are in agreement, write down your predictions and explanations for Conditions A, B and C on your worksheet.",0,no,no,no,no,no,a2,m
527,526,str527,C,ns,s045       ,alrighhttm,0,no,no,no,no,no,o,na
528,527,str528,C,ns,Tutor,"You are now going to watch a video showing the cell in Conditions A, B and C.",0,no,no,no,no,no,k1,m
529,528,str529,C,ns,Tutor,"As you watch the video, write down your observations on your worksheet.",0,no,no,no,no,no,a2,m
530,529,str530,C,ns,Tutor,"Go to the Videos folder on the Desktop, and watch the video which is there.",0,no,no,no,no,no,a2,m
531,530,str531,C,ns,s038       ,what the explanatiion for what you guys said?,0,no,no,at,no,no,k2,na
532,531,str532,C,ns,s045       ,what do you mean ?,0,no,no,no,no,no,k2,na
533,532,str533,C,ns,s045       ,great help..,0,no,no,no,no,no,o,na
534,533,str534,C,ns,s038       ,it says whats the explanation for your prediction,0,no,no,no,no,no,k1,he
535,534,str535,C,ns,s031       ,for A i said that water would go inside since gloucuse dissolves in waterr and the membrane would gain weight,0,no,no,no,no,no,k1,he
536,535,str536,C,ns,s031       ,im not sure though,0,no,no,no,no,no,k2,na
537,536,str537,C,ns,s045       ,that sounds gooood.,0,no,no,no,no,no,k1,he
538,537,str538,C,ns,s038       ,ok..what did you put for condition B,0,no,no,no,no,no,k2,na
539,538,str539,C,ns,s038       ,LETS WATCH THE VIDEO IN THE OTHER TAB..,0,no,no,no,no,no,a1,he
540,539,str540,C,ns,s038       ,COUGH COUGH at the bottomof the page,0,no,no,no,no,no,o,m
541,540,str541,C,ns,s045       ,hahhaha,0,no,no,no,no,no,o,na
542,541,str542,C,ns,s038       ,waht did you put for conditon c?,0,no,no,no,no,no,k2,na
543,542,str543,C,ns,Tutor,Are you guys back?,0,no,no,no,no,no,k2,na
544,543,str544,C,ns,s045       ,the thing {s031} said?\,0,no,no,no,no,no,k2,na
545,544,str545,C,ns,Tutor,Now discuss what you observed in the video about conditions A and B. Compare what you observed to your predictions.,0,no,no,no,no,no,a2,m
546,545,str546,C,ns,s031       ,i think for c that it would turn purple since the starch would mix with the idione or is it the other way around,0,no,no,no,reas,ex,k1,he
547,546,str547,C,ns,s045       ,i was thinking the same thing,0,no,no,no,no,no,o,he
548,547,str548,C,ns,Tutor,You should now move on to discussing what you observed in the video about condition C. Compare what you observed to your predictions. How is this different from what happened in condition A?,0,no,no,no,no,no,a2,he
549,548,str549,C,ns,s045       ,i dont know what this video is doing i cant hear anything and its confusing me,0,no,no,no,no,no,k2,he
550,549,str550,C,ns,s038       ,same here..i cant see the weighto=or anythign,0,no,no,no,no,no,o,he
551,550,str551,C,ns,Tutor,"Ok, I gotta go.",0,no,no,no,no,no,o,na
552,551,str552,C,ns,Tutor,It was nice talking to you all. :-),0,no,no,no,no,no,o,na
553,552,str553,C,ns,s045       ,"exactly,",0,no,no,no,no,no,o,na
554,553,str554,C,ns,s045       ,i dont know how to do any of thiss.,0,no,no,no,no,no,k2,na
555,554,str555,C,ns,s031       ,i got the weight but i can barely see the strips,0,no,no,no,no,no,k1,he
556,555,str556,C,ns,s038       ,for a and b the strips are dark green,0,no,post,no,no,no,k1,m
557,556,str557,C,ns,s045       ,"yeaah, i got alll confused and dont know is for which",0,no,no,no,no,no,k2,na
558,557,str558,C,ns,s038       ,whats the weight,0,no,post,no,no,no,k2,na
559,558,str559,C,ns,s031       ,condtion A,0,no,post,no,no,no,o,na
560,559,str560,C,ns,s045       ,wasnt one like .60,0,no,post,no,no,no,k2,he
561,560,str561,C,ns,s045       ,after 1 hr?,0,no,post,no,no,no,o,na
562,561,str562,C,ns,s031       ,and then after 5 hours it was .635,0,no,post,no,no,no,k1,m
563,562,str563,C,ns,s031       ,and after 1 day it was .630,0,no,post,no,no,no,k1,m
564,563,str564,C,ns,s031       ,for b it was .540 for 1 hour,0,no,post,no,no,no,k1,m
565,564,str565,C,ns,s031       ,.525 for 5 hours,0,no,post,no,no,no,k1,m
566,565,str566,C,ns,s038       ,what was the weight for conditon b?,0,no,post,no,no,no,k2,na
567,566,str567,C,ns,s031       ,and then .525 again for a day,0,no,post,no,no,no,k1,m
568,567,str568,C,ns,s045       ,thankk youu,0,no,post,no,no,no,o,na
569,568,str569,C,ns,s038       ,ok..whaty about for conditon c?,0,no,post,no,no,no,k2,na
570,569,str570,C,ns,s045       ,i didnt get there yet in the videeooo,0,no,no,no,no,no,o,na
571,570,str571,C,ns,s038       ,neither did i...what did you put for your observations for a and b,0,no,post,no,no,no,k2,na
572,571,str572,C,ns,s031       ,for c after i hour it was black on the tube and the water outside look kinda yellow and it was .655,0,no,post,no,no,no,k1,m
573,572,str573,C,ns,s038       ,after 5 hours?,0,no,post,no,no,no,k2,na
574,573,str574,C,ns,s031       ,after 5 hours it was .655 and the water still looked yellow,0,no,post,no,no,no,k1,m
575,574,str575,C,ns,s031       ,and then after 24 hours it was .635,0,no,post,no,no,no,k1,m
576,575,str576,C,ns,s038       ,ok and for one day?,0,no,post,no,no,no,k2,na
577,576,str577,C,ns,s031       ,and the water looked lighter than for before,0,no,post,no,no,no,k1,he
578,577,str578,C,ns,s045       ,okkaaaaayyyy. do you guys know why this stuff happpned,0,no,post,at,no,no,k2,na
579,578,str579,C,ns,s038       ,for a....it gained weight because th glucose was obsorbed,0,no,post,no,reas,ex,k1,m
580,579,str580,C,ns,s031       ,okay and then would it be the oppistie for b,0,no,post,no,reas,tr,k1,m
581,580,str581,C,ns,s038       ,umm...im not so sure,0,no,post,no,no,no,o,na
582,581,str582,C,ns,s045       ,iit lost weighht,0,no,post,no,no,no,k1,m
583,582,str583,C,ns,s038       ,nevermind....yeah it would,0,no,post,no,no,no,o,m
584,583,str584,C,ns,s038       ,what about for c?,0,no,post,at,no,no,k2,na
585,584,str585,C,ns,s045       ,soooo it lost water from inside?,0,no,post,no,no,no,k2,he
586,585,str586,C,ns,s038       ,yeah..weight was lost because the glucose didnt absord all the way,0,no,post,no,reas,ex,k1,m
587,586,str587,C,ns,s031       ,what would we put for c,0,no,post,no,no,no,k2,na
588,587,str588,C,ns,s045       ,and the last one lost weight,0,no,post,no,no,no,k1,m
589,588,str589,C,ns,s038       ,idk this quiz :(,0,no,post,no,no,no,o,na
590,589,str590,C,ns,s045       ,mmee either,0,no,no,no,no,no,o,na
591,-1,str591,C,dir,Tutor,"Hi all! Today, each of you will be both the instructor and the student. Each of you will be responsible for looking for opportunities for a specific discussion strategy to be used in the conversation.",0,no,no,no,no,no,a2,m
592,591,str592,C,dir,Tutor,Lets get started by introducing ourselves. I am Alex.,0,no,no,no,no,no,a1,he
593,592,str593,C,dir,s039       ,hi alex,0,no,no,no,no,no,o,na
594,593,str594,C,dir,s039       ,hi 32 and 46,0,no,no,no,no,no,o,na
595,594,str595,C,dir,Tutor,"s032,s046,s039... i didn't get your names yet.",0,no,no,no,no,no,k1,m
596,595,str596,C,dir,s039       ,im {s039},0,no,no,no,no,no,k1,m
597,596,str597,C,dir,Tutor,"Hi S032 you are the Revoicer. When an explanation or idea is given which would benefit from revoicing, please encourage one of your team mates to do so, for example, by asking them to explain what was said in their own words.",0,no,no,no,no,no,a2,he
598,597,str598,C,dir,Tutor,"S046, you are the Challenger. When you see a statement being made (whether it is right or wrong) which would benefit from being challenged, please encourage one of your team mates to do so, for example, by asking them whether they agree or disagree with what was said, and why.",0,no,no,no,no,no,a2,he
599,598,str599,C,dir,Tutor,"Ok... So the Explainer is S039. When you see a place where it would be good to get more explanation, you can encourage one of your team mates to do that, for example, by inviting that person to add on to what the other student has already said.",0,no,no,no,no,no,a2,he
600,599,str600,C,dir,Tutor,"You should probably all mark an X opposite your role in the book, so you won't forget.",0,no,no,no,no,no,a2,he
601,600,str601,C,dir,Tutor,Its nice to meet you all. :) Please make sure you have understood what you are responsible for.,0,no,no,no,no,no,a2,he
602,601,str602,C,dir,Tutor,"In condition A, we placed a glucose solution inside the cell model and immerse it in distilled water. In condition B, we did the opposite.",0,no,no,no,no,no,k1,m
603,602,str603,C,dir,Tutor,Please discuss what you predict will happen in these two conditions.,0,no,no,no,no,no,a2,he
604,603,str604,C,dir,s039       ,hi i am {s039},0,pre,no,no,no,no,k1,na
605,604,str605,C,dir,s046       ,hi im {s046},0,pre,no,no,no,no,k1,na
606,605,str606,C,dir,s039       ,hi {s046},0,pre,no,no,no,no,o,na
607,606,str607,C,dir,s032       ,hey {s053},0,pre,no,no,no,no,o,na
608,607,str608,C,dir,s032       ,hey {s053} from {s032},0,pre,no,no,no,no,o,na
609,608,str609,C,dir,s032       ,32 is {s032},0,pre,no,no,no,no,k1,m
610,609,str610,C,dir,s039       ,39 is {s039},0,pre,no,no,no,no,k1,m
611,610,str611,C,dir,s032       ,hi {s039},0,pre,no,no,no,no,o,na
612,611,str612,C,dir,s039       ,so u know,0,pre,no,no,no,no,o,na
613,612,str613,C,dir,s039       ,hi {s032},0,pre,no,no,no,no,o,na
614,613,str614,C,dir,Tutor,"In condition C, we made a modification to condition A. We replace the glucose solution with a starch suspension. In order to detect the presence of starch, we replace the distilled water with Lugol's Iodine solution.",0,no,no,no,reas,ex,k1,m
615,614,str615,C,dir,s032       ,so what do you think about the first one {s039},0,no,no,at,no,no,k2,na
616,615,str616,C,dir,Tutor,You should now move on to discussing what will happen in Condition C and your explanation for this change.,0,no,no,no,no,no,a2,he
617,616,str617,C,dir,s039       ,i dont know i feel stupid do you know {s046}?,0,no,no,at,no,no,k2,na
618,617,str618,C,dir,Tutor,"When you are in agreement, write down your predictions and explanations for Conditions A, B and C on your worksheet.",0,no,no,no,no,no,a2,m
619,618,str619,C,dir,s032       ,i think water wil be taken out of the cell because the glucose will harvest the water,0,no,no,no,reas,ex,k1,he
620,619,str620,C,dir,Tutor,"S039, do you agree with what S032 is saying?",0,no,no,at,no,no,k2,na
621,620,str621,C,dir,Tutor,"You are now going to watch a video showing the cell in Conditions A, B and C.",0,no,no,no,no,no,a2,m
622,621,str622,C,dir,Tutor,"As you watch the video, write down your observations on your worksheet.",0,no,no,no,no,no,a2,m
623,622,str623,C,dir,Tutor,"Go to the Videos folder on the Desktop, and watch the video which is there.",0,no,no,no,no,no,a2,m
624,623,str624,C,dir,s039       ,i was going to ask but ok thats sounds right,0,no,no,no,no,no,k1,he
625,624,str625,C,dir,s039       ,yea alex,0,no,no,no,no,no,o,na
626,625,str626,C,dir,s046       ,who's in my group?,0,pre,no,no,no,no,k2,na
627,626,str627,C,dir,s032       ,hahahahha {s046},0,pre,no,no,no,no,k1,na
628,627,str628,C,dir,s039       ,{s046} is mean from {s039},0,pre,no,no,no,no,o,na
629,628,str629,C,dir,s032       ,your beat,0,pre,no,no,no,no,o,na
630,629,str630,C,dir,s039       ,no she is super beat,0,pre,no,no,no,no,o,na
631,630,str631,C,dir,s032       ,exactly,0,pre,no,no,no,no,o,na
632,631,str632,C,dir,s046       ,okay so what are we doing?,0,no,no,no,no,no,k2,na
633,632,str633,C,dir,s039       ,for solution a i think water will be added to the cell,0,no,no,no,reas,ex,k1,he
634,633,str634,C,dir,s039       ,my explanation is that the glucose will absorb the water causing the cell to expand,0,no,no,no,reas,tr,k1,he
635,634,str635,C,dir,s032       ,i think the exact opposite,0,no,no,no,reas,ex,k1,he
636,635,str636,C,dir,s039       ,lets go to the video,0,no,no,no,no,no,a1,he
637,636,str637,C,dir,s032       ,to my knowledge glucose attractes water but when inside an ienvoronment itll push out water but i could be wrong,0,no,no,no,reas,tr,k1,he
638,637,str638,C,dir,s032       ,so i like what you siad,0,no,no,no,no,no,o,he
639,638,str639,C,dir,Tutor,Are you guys back?,0,no,no,no,no,no,k2,na
640,639,str640,C,dir,Tutor,Now discuss what you observed in the video about conditions A and B. Compare what you observed to your predictions.,0,no,no,no,no,no,a2,m
641,640,str641,C,dir,s039       ,alrite what do you think about condition B?,0,no,no,at,no,no,k2,na
642,641,str642,C,dir,Tutor,You should now move on to discussing what you observed in the video about condition C. Compare what you observed to your predictions. How is this different from what happened in condition A?,0,no,no,no,no,no,a2,m
643,642,str643,C,dir,s046       ,i didnt watch it yet,0,no,no,no,no,no,o,m
644,643,str644,C,dir,s032       ,i think the cell would lose weigtt to because the glucose will extract the water out of the cell,0,no,no,no,reas,ex,k1,he
645,644,str645,C,dir,Tutor,"S039, why dont you do explain the reasons behind what S032 is saying.",0,no,no,at,no,no,a2,he
646,645,str646,C,dir,Tutor,"Ok, I gotta go.",0,no,no,no,no,no,o,na
647,646,str647,C,dir,s032       ,so it turns out i was right according to the video the cell in (a) gained wight and the one in (b) loses wight,0,no,no,no,reas,tr,k1,he
648,647,str648,C,dir,Tutor,It was nice talking to you all. :-),0,no,no,no,no,no,o,na
649,648,str649,C,dir,s046       ,byeee(:,0,no,no,no,no,no,o,na
650,649,str650,C,dir,s039       ,yea thats what i was thinking {s032},0,no,no,no,no,no,o,he
651,650,str651,C,dir,s046       ,i need helpp,0,no,no,no,no,no,k2,na
652,651,str652,C,dir,s039       ,i saw the video condition b will take water out,0,no,no,no,no,no,k1,m
653,652,str653,C,dir,s032       ,so my prediction was right from the start,0,no,no,no,reas,tr,k1,m
654,653,str654,C,dir,s039       ,condition a is right also.,0,no,no,no,no,no,k1,m
655,654,str655,C,dir,s032       ,so {s039} what you doing saturday nght,0,post,no,no,no,no,o,na
656,655,str656,C,dir,s039       ,i didnt see the video for condition a though,0,no,no,no,no,no,o,m
657,656,str657,C,dir,s039       ,hat was weird,0,no,no,no,no,no,o,na
658,657,str658,C,dir,s032       ,he says idk hahhahah {s033} says hi,0,post,no,no,no,no,o,na
659,658,str659,C,dir,s039       ,never do that again,0,post,no,no,no,no,o,na
660,659,str660,C,dir,s039       ,tell i {s033} i say nothing,0,post,no,no,no,no,o,na
661,660,str661,C,dir,s032       ,awe thats mean,0,post,no,no,no,no,o,na
662,661,str662,C,dir,s039       ,no its not,0,post,no,no,no,no,o,na
663,662,str663,C,dir,s039       ,im gonna watch the video to see condition c,0,no,no,no,no,no,a1,m
664,663,str664,C,dir,s046       ,im gonna watch it too to understand whats going on,0,no,no,no,no,no,a1,m
665,664,str665,C,dir,s032       ,fun fact from dr {s032} asdfjkl; are all home row keys,0,post,no,no,no,no,o,na
666,665,str666,C,dir,s032       ,fun fact from doctor {s032} you can type the word typewriter using only the top row,0,post,no,no,no,no,o,na
667,666,str667,C,dir,s039       ,"also for ""C"" the starch will come out slowlyu",0,no,post,no,no,no,k1,m
668,667,str668,C,dir,s039       ,slowly,0,no,post,no,no,no,o,na
669,668,str669,C,dir,s032       ,fun fact lollipop is the longest word you can type using only your left hand,0,post,no,no,no,no,o,na
670,669,str670,C,dir,s039       ,"my explanation is the water will ""absorb"" the starch causing the cell to decrease",0,post,no,no,reas,tr,k1,he
671,670,str671,C,dir,s039       ,{s032} its ur right hand,0,post,no,no,no,no,o,na
672,671,str672,C,dir,s032       ,oh hahahah i meant to say that swear any way,0,post,no,no,no,no,o,na
673,672,str673,C,ind,Tutor,"Hi all! Today, each of you will be both the instructor and the student. Each of you will be responsible for looking for opportunities for a specific discussion strategy to be used in the conversation.",0,no,no,no,no,no,a2,m
674,673,str674,C,ind,Tutor,Lets get started by introducing ourselves. I am Alex.,0,no,no,no,no,no,a1,he
675,674,str675,C,ind,s047       ,wattup,0,no,no,no,no,no,o,na
676,675,str676,C,ind,s040       ,Hi I am {s040},0,no,no,no,no,no,k1,m
677,676,str677,C,ind,Tutor,"Hi {s040} you are the Revoicer. When an explanation or idea is given which would benefit from revoicing, please encourage one of your team mates to do so, for example, by asking them to explain what was said in their own words.",0,no,no,no,no,no,a2,he
678,677,str678,C,ind,s047       ,im {s047},0,no,no,no,no,no,k1,m
679,678,str679,C,ind,Tutor,"s033,s047... i didn't get your names yet.",0,no,no,no,no,no,k1,m
680,679,str680,C,ind,Tutor,"{s047}, you are the Challenger. When you see a statement being made (whether it is right or wrong) which would benefit from being challenged, please encourage one of your team mates to do so, for example, by asking them whether they agree or disagree with what was said, and why.",0,no,no,no,no,no,a2,he
681,680,str681,C,ind,Tutor,"Ok... So the Explainer is S033. When you see a place where it would be good to get more explanation, you can encourage one of your team mates to do that, for example, by inviting that person to add on to what the other student has already said.",0,no,no,no,no,no,a2,he
682,681,str682,C,ind,Tutor,"You should probably all mark an X opposite your role in the book, so you won't forget.",0,no,no,no,no,no,a2,he
683,682,str683,C,ind,Tutor,Its nice to meet you all. :) Please make sure you have understood what you are responsible for.,0,no,no,no,no,no,a2,he
684,683,str684,C,ind,s040       ,33who areu,0,no,no,no,no,no,k2,na
685,684,str685,C,ind,s047       ,who is 33,0,no,no,no,no,no,k2,na
686,685,str686,C,ind,s033       ,{s033} is 33 haha,0,no,no,no,no,no,k1,m
687,686,str687,C,ind,Tutor,"In condition A, we placed a glucose solution inside the cell model and immerse it in distilled water. In condition B, we did the opposite.",0,no,no,no,no,no,k1,m
688,687,str688,C,ind,s033       ,who is 40,0,no,no,no,no,no,k1,na
689,688,str689,C,ind,Tutor,Please discuss what you predict will happen in these two conditions.,0,no,no,no,no,no,a2,he
690,689,str690,C,ind,s040       ,{s040},0,pre,no,no,no,no,k1,m
691,690,str691,C,ind,s040       ,{s040},0,pre,no,no,no,no,k1,m
692,691,str692,C,ind,s047       ,toast nd cereal all day,0,pre,no,no,no,no,o,na
693,692,str693,C,ind,s040       ,{s047} do you know what to do,0,no,no,no,no,no,k2,na
694,693,str694,C,ind,s040       ,what {s047},0,no,no,no,no,no,o,na
695,694,str695,C,ind,s047       ,nope i left the room cuz i cut my finger on the chair,0,pre,no,no,no,no,o,m
696,695,str696,C,ind,Tutor,"S033, now would be a good time to ask {s040} to build on what {s047} is saying.",0,no,no,no,no,no,a2,he
697,696,str697,C,ind,s040       ,{s033},0,no,no,no,no,no,o,m
698,697,str698,C,ind,s040       ,you are supposedtoask mesomething,0,no,no,no,no,no,o,m
699,698,str699,C,ind,s033       ,what do u think will happen to the glucose in the distilled water,0,no,no,at,no,no,k2,na
700,699,str700,C,ind,Tutor,"In condition C, we made a modification to condition A. We replace the glucose solution with a starch suspension. In order to detect the presence of starch, we replace the distilled water with Lugol's Iodine solution.",0,no,no,no,reas,ex,k1,m
701,700,str701,C,ind,Tutor,You should now move on to discussing what will happen in Condition C and your explanation for this change.,0,no,no,no,no,no,a2,he
702,701,str702,C,ind,s040       ,{s047} you have no clue what we are doing,0,no,no,no,no,no,k1,m
703,702,str703,C,ind,s047       ,do u???,0,no,no,no,no,no,k2,na
704,703,str704,C,ind,Tutor,"When you are in agreement, write down your predictions and explanations for Conditions A, B and C on your worksheet.",0,no,no,no,no,no,a2,m
705,704,str705,C,ind,Tutor,"You are now going to watch a video showing the cell in Conditions A, B and C.",0,no,no,no,no,no,a2,m
706,705,str706,C,ind,Tutor,"As you watch the video, write down your observations on your worksheet.",0,no,no,no,no,no,a2,m
707,706,str707,C,ind,Tutor,"Go to the Videos folder on the Desktop, and watch the video which is there.",0,no,no,no,no,no,a2,m
708,707,str708,C,ind,s033       ,i cant find the video toast!!!,0,no,no,no,no,no,k1,he
709,708,str709,C,ind,s040       ,on the desktop there is a folder videos,0,no,no,no,no,no,k1,m
710,709,str710,C,ind,s040       ,go there,0,no,no,no,no,no,a2,m
711,710,str711,C,ind,s040       ,you will findthe video,0,no,no,no,no,no,k1,m
712,711,str712,C,ind,s033       ,wait what is it called,0,no,no,no,no,no,k2,na
713,712,str713,C,ind,s040       ,combined video,0,no,no,no,no,no,k1,m
714,713,str714,C,ind,s033       ,but it wouldnt work before,0,no,no,no,no,no,o,m
715,714,str715,C,ind,s033       ,thats y i asked which one it was,0,no,no,no,no,no,o,m
716,715,str716,C,ind,s040       ,so what do you guys predict,0,no,no,at,no,no,k2,na
717,716,str717,C,ind,s033       ,idk my viseo still isnt working,0,no,no,no,no,no,o,na
718,717,str718,C,ind,Tutor,Back from watching the video?,0,no,no,no,no,no,k2,na
719,718,str719,C,ind,Tutor,Now discuss what you observed in the video about conditions A and B. Compare what you observed to your predictions.,0,no,no,no,no,no,a2,m
720,719,str720,C,ind,s047       ,well tht lady took my paper yinz guys lol,0,no,no,no,no,no,o,na
721,720,str721,C,ind,s040       ,why did she take your paper,0,no,no,no,no,no,k2,na
722,721,str722,C,ind,s040       ,so how are u going to work,0,no,no,no,no,no,k2,na
723,722,str723,C,ind,s033       ,i watched the video and i have no idea what we ater supposed to do,0,no,no,no,no,no,k2,he
724,723,str724,C,ind,s040       ,well first we should makesome predictions,0,no,no,at,no,no,k2,he
725,724,str725,C,ind,Tutor,"S033, can you ask {s047} to build on what {s040} is saying.",0,no,no,no,no,no,a2,he
726,725,str726,C,ind,s033       ,i wrote the wieght and color of the little strips,0,no,no,no,no,no,k1,m
727,726,str727,C,ind,Tutor,You should now move on to discussing what you observed in the video about condition C. Compare what you observed to your predictions. How is this different from what happened in condition A?,0,no,no,no,no,no,a2,he
728,727,str728,C,ind,s047       ,ok well cn sumbody write my name on their papaer bcuz mines is gone,0,no,no,no,no,no,o,he
729,728,str729,C,ind,s033       ,{s047} please build on what {s040} is sayin haha,0,no,no,at,no,no,a2,he
730,729,str730,C,ind,s047       ,shut up cereal,0,pre,no,no,no,no,o,na
731,730,str731,C,ind,s033       ,ewww ur doggy toast ha ha,0,pre,no,no,no,no,o,na
732,731,str732,C,ind,s040       ,did you guys writethe observations,0,no,no,no,no,no,k2,na
733,732,str733,C,ind,Tutor,"Ok, I gotta go.",0,no,no,no,no,no,o,na
734,733,str734,C,ind,s033       ,i wrote what i could this is so weird,0,no,no,no,no,no,k1,na
735,734,str735,C,ind,Tutor,It was nice talking to you all. :-),0,no,no,no,no,no,o,na
736,735,str736,C,ind,s047       ,i dnt hav a paper i cnt,0,no,no,no,no,no,o,na
737,736,str737,C,ind,s033       ,aaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,no,no,no,no,no,o,na
738,737,str738,C,ind,s047       ,the lady took it a while ago idk y,0,no,no,no,no,no,o,na
739,738,str739,C,ind,s033       ,what is the observation for the third one?,0,no,post,no,no,no,k2,na
740,739,str740,C,ind,s047       ,well if ik wat it was id tell u but. . .no paper lol,0,no,post,no,no,no,o,na
741,740,str741,C,ind,s033       ,u dont need a paper look at the video,0,no,no,no,no,no,o,m
742,741,str742,C,ind,s033       ,ur killin me toast!,0,post,no,no,no,no,o,na
743,742,str743,C,ind,s047       ,ok il look cereal,0,post,no,no,no,no,o,na
744,743,str744,C,ind,s033       ,asdfjkl;,0,post,no,no,no,no,o,na
745,744,str745,C,ind,s033       ,homerow keys,0,post,no,no,no,no,o,na
746,745,str746,C,ind,s047       ,lol ms pfifer tought u tht,0,post,no,no,no,no,o,na
747,746,str747,C,ind,s033       ,{s040} help me out here buddy what did u get for the third one,0,no,post,no,no,no,k2,m
748,747,str748,C,ind,s047       ,the strips turned green the first time,0,no,post,no,no,no,k1,m
749,748,str749,C,ind,s033       ,happy birthday {s040} form {s049},0,post,no,no,no,no,o,na
750,749,str750,C,ind,s047       ,o wait wat was the third 1,0,no,post,no,no,no,k2,na
751,750,str751,C,ind,s040       ,ok i am back with all the answers,0,no,post,no,no,no,o,m
752,751,str752,C,ind,s040       ,i think,0,no,post,no,no,no,o,na
753,752,str753,C,ind,s033       ,happy birthday!!!!!!!!!!!!!!!!!!!!!!!!!!!!!111,0,post,no,no,no,no,o,na
754,753,str754,C,ind,s040       ,ok thanks,0,post,no,no,no,no,o,na
755,754,str755,C,ind,s040       ,"{s033}, what are you talking about",0,no,no,at,no,no,k2,na
756,755,str756,C,ind,s040       ,"on third one predictions, or observations",0,no,post,no,no,no,o,na
757,756,str757,C,ind,s033       ,observations,0,no,post,no,no,no,o,na
758,757,str758,C,ind,s040       ,after what hour,0,no,post,no,no,no,k2,na
759,758,str759,C,ind,s040       ,"ok .655 grams,color of the tube got darker",0,no,post,no,no,no,k1,m
760,759,str760,C,ind,s047       ,imma fail tht lil test,0,post,no,no,no,no,o,na
761,760,str761,C,ind,s047       ,bye u guys,0,no,no,no,no,no,o,na
